@RELATION birds
@attribute audio-ssd1 numeric
@attribute audio-ssd2 numeric
@attribute audio-ssd3 numeric
@attribute audio-ssd4 numeric
@attribute audio-ssd5 numeric
@attribute audio-ssd6 numeric
@attribute audio-ssd7 numeric
@attribute audio-ssd8 numeric
@attribute audio-ssd9 numeric
@attribute audio-ssd10 numeric
@attribute audio-ssd11 numeric
@attribute audio-ssd12 numeric
@attribute audio-ssd13 numeric
@attribute audio-ssd14 numeric
@attribute audio-ssd15 numeric
@attribute audio-ssd16 numeric
@attribute audio-ssd17 numeric
@attribute audio-ssd18 numeric
@attribute audio-ssd19 numeric
@attribute audio-ssd20 numeric
@attribute audio-ssd21 numeric
@attribute audio-ssd22 numeric
@attribute audio-ssd25 numeric
@attribute audio-ssd26 numeric
@attribute audio-ssd27 numeric
@attribute audio-ssd28 numeric
@attribute audio-ssd29 numeric
@attribute audio-ssd30 numeric
@attribute audio-ssd31 numeric
@attribute audio-ssd32 numeric
@attribute audio-ssd33 numeric
@attribute audio-ssd34 numeric
@attribute audio-ssd35 numeric
@attribute audio-ssd36 numeric
@attribute audio-ssd37 numeric
@attribute audio-ssd38 numeric
@attribute audio-ssd39 numeric
@attribute audio-ssd40 numeric
@attribute audio-ssd41 numeric
@attribute audio-ssd42 numeric
@attribute audio-ssd43 numeric
@attribute audio-ssd44 numeric
@attribute audio-ssd45 numeric
@attribute audio-ssd46 numeric
@attribute audio-ssd49 numeric
@attribute audio-ssd50 numeric
@attribute audio-ssd51 numeric
@attribute audio-ssd52 numeric
@attribute audio-ssd53 numeric
@attribute audio-ssd54 numeric
@attribute audio-ssd55 numeric
@attribute audio-ssd56 numeric
@attribute audio-ssd57 numeric
@attribute audio-ssd58 numeric
@attribute audio-ssd59 numeric
@attribute audio-ssd60 numeric
@attribute audio-ssd61 numeric
@attribute audio-ssd62 numeric
@attribute audio-ssd63 numeric
@attribute audio-ssd64 numeric
@attribute audio-ssd65 numeric
@attribute audio-ssd66 numeric
@attribute audio-ssd67 numeric
@attribute audio-ssd68 numeric
@attribute audio-ssd69 numeric
@attribute audio-ssd70 numeric
@attribute audio-ssd73 numeric
@attribute audio-ssd74 numeric
@attribute audio-ssd75 numeric
@attribute audio-ssd76 numeric
@attribute audio-ssd77 numeric
@attribute audio-ssd78 numeric
@attribute audio-ssd79 numeric
@attribute audio-ssd80 numeric
@attribute audio-ssd81 numeric
@attribute audio-ssd82 numeric
@attribute audio-ssd83 numeric
@attribute audio-ssd84 numeric
@attribute audio-ssd85 numeric
@attribute audio-ssd86 numeric
@attribute audio-ssd87 numeric
@attribute audio-ssd88 numeric
@attribute audio-ssd89 numeric
@attribute audio-ssd90 numeric
@attribute audio-ssd91 numeric
@attribute audio-ssd92 numeric
@attribute audio-ssd93 numeric
@attribute audio-ssd94 numeric
@attribute audio-ssd97 numeric
@attribute audio-ssd98 numeric
@attribute audio-ssd99 numeric
@attribute audio-ssd100 numeric
@attribute audio-ssd101 numeric
@attribute audio-ssd102 numeric
@attribute audio-ssd103 numeric
@attribute audio-ssd104 numeric
@attribute audio-ssd105 numeric
@attribute audio-ssd106 numeric
@attribute audio-ssd107 numeric
@attribute audio-ssd108 numeric
@attribute audio-ssd109 numeric
@attribute audio-ssd110 numeric
@attribute audio-ssd111 numeric
@attribute audio-ssd112 numeric
@attribute audio-ssd113 numeric
@attribute audio-ssd114 numeric
@attribute audio-ssd115 numeric
@attribute audio-ssd116 numeric
@attribute audio-ssd117 numeric
@attribute audio-ssd118 numeric
@attribute audio-ssd121 numeric
@attribute audio-ssd122 numeric
@attribute audio-ssd123 numeric
@attribute audio-ssd124 numeric
@attribute audio-ssd125 numeric
@attribute audio-ssd126 numeric
@attribute audio-ssd127 numeric
@attribute audio-ssd128 numeric
@attribute audio-ssd129 numeric
@attribute audio-ssd130 numeric
@attribute audio-ssd131 numeric
@attribute audio-ssd132 numeric
@attribute audio-ssd133 numeric
@attribute audio-ssd134 numeric
@attribute audio-ssd135 numeric
@attribute audio-ssd136 numeric
@attribute audio-ssd137 numeric
@attribute audio-ssd138 numeric
@attribute audio-ssd139 numeric
@attribute audio-ssd140 numeric
@attribute audio-ssd141 numeric
@attribute audio-ssd145 numeric
@attribute audio-ssd146 numeric
@attribute audio-ssd147 numeric
@attribute audio-ssd148 numeric
@attribute audio-ssd149 numeric
@attribute audio-ssd150 numeric
@attribute audio-ssd151 numeric
@attribute audio-ssd152 numeric
@attribute audio-ssd153 numeric
@attribute audio-ssd154 numeric
@attribute audio-ssd155 numeric
@attribute audio-ssd156 numeric
@attribute audio-ssd157 numeric
@attribute audio-ssd158 numeric
@attribute audio-ssd159 numeric
@attribute audio-ssd160 numeric
@attribute audio-ssd161 numeric
@attribute audio-ssd162 numeric
@attribute audio-ssd163 numeric
@attribute audio-ssd164 numeric
@attribute audio-ssd165 numeric
@attribute audio-ssd166 numeric
@attribute cluster1 numeric
@attribute cluster2 numeric
@attribute cluster3 numeric
@attribute cluster4 numeric
@attribute cluster5 numeric
@attribute cluster6 numeric
@attribute cluster7 numeric
@attribute cluster8 numeric
@attribute cluster9 numeric
@attribute cluster10 numeric
@attribute cluster11 numeric
@attribute cluster12 numeric
@attribute cluster13 numeric
@attribute cluster14 numeric
@attribute cluster15 numeric
@attribute cluster16 numeric
@attribute cluster17 numeric
@attribute cluster18 numeric
@attribute cluster19 numeric
@attribute cluster20 numeric
@attribute cluster21 numeric
@attribute cluster22 numeric
@attribute cluster23 numeric
@attribute cluster24 numeric
@attribute cluster25 numeric
@attribute cluster26 numeric
@attribute cluster27 numeric
@attribute cluster28 numeric
@attribute cluster29 numeric
@attribute cluster30 numeric
@attribute cluster31 numeric
@attribute cluster32 numeric
@attribute cluster33 numeric
@attribute cluster34 numeric
@attribute cluster35 numeric
@attribute cluster36 numeric
@attribute cluster37 numeric
@attribute cluster38 numeric
@attribute cluster39 numeric
@attribute cluster40 numeric
@attribute cluster41 numeric
@attribute cluster42 numeric
@attribute cluster43 numeric
@attribute cluster44 numeric
@attribute cluster45 numeric
@attribute cluster46 numeric
@attribute cluster47 numeric
@attribute cluster48 numeric
@attribute cluster49 numeric
@attribute cluster50 numeric
@attribute cluster51 numeric
@attribute cluster52 numeric
@attribute cluster53 numeric
@attribute cluster54 numeric
@attribute cluster55 numeric
@attribute cluster56 numeric
@attribute cluster57 numeric
@attribute cluster59 numeric
@attribute cluster60 numeric
@attribute cluster61 numeric
@attribute cluster62 numeric
@attribute cluster63 numeric
@attribute cluster64 numeric
@attribute cluster65 numeric
@attribute cluster66 numeric
@attribute cluster67 numeric
@attribute cluster68 numeric
@attribute cluster69 numeric
@attribute cluster70 numeric
@attribute cluster71 numeric
@attribute cluster72 numeric
@attribute cluster73 numeric
@attribute cluster74 numeric
@attribute cluster75 numeric
@attribute cluster76 numeric
@attribute cluster78 numeric
@attribute cluster79 numeric
@attribute cluster80 numeric
@attribute cluster81 numeric
@attribute cluster82 numeric
@attribute cluster83 numeric
@attribute cluster84 numeric
@attribute cluster85 numeric
@attribute cluster86 numeric
@attribute cluster87 numeric
@attribute cluster88 numeric
@attribute cluster89 numeric
@attribute cluster90 numeric
@attribute cluster91 numeric
@attribute cluster92 numeric
@attribute cluster93 numeric
@attribute cluster94 numeric
@attribute cluster95 numeric
@attribute cluster96 numeric
@attribute cluster97 numeric
@attribute cluster98 numeric
@attribute cluster99 numeric
@attribute cluster100 numeric
@attribute segments numeric
@attribute mean_rect_width numeric
@attribute std_rect_width numeric
@attribute mean_rect_height numeric
@attribute std_rect_height numeric
@attribute mean_rect_volume numeric
@attribute std_rect_volume numeric
@attribute hasSegments {0,1}
@attribute location {2,10,1,7,5,4,17,15,16,8,13,11}
@attribute Brown-Creeper {0,1}
@attribute Pacific-Wren {0,1}
@attribute Pacific-slope-Flycatcher {0,1}
@attribute Red-breasted-Nuthatch {0,1}
@attribute Dark-eyed-Junco {0,1}
@attribute Olive-sided-Flycatcher {0,1}
@attribute Hermit-Thrush {0,1}
@attribute Chestnut-backed-Chickadee {0,1}
@attribute Varied-Thrush {0,1}
@attribute Hermit-Warbler {0,1}
@attribute Swainsons-Thrush {0,1}
@attribute Hammonds-Flycatcher {0,1}
@attribute Western-Tanager {0,1}
@attribute Black-headed-Grosbeak {0,1}
@attribute Golden-Crowned-Kinglet {0,1}
@attribute Warbling-Vireo {0,1}
@attribute MacGillivrays-Warbler {0,1}
@attribute Stellars-Jay {0,1}
@attribute Common-Nighthawk {0,1}
@data
0.002388,0.011962,0.035803,0.049487,?,0.07104,0.068639,0.06657,0.047807,0.04405,?,0.051553,0.057214,0.090656,0.122872,0.148702,0.156002,0.128895,?,0.065838,0.054849,?,0.000018,0.000205,?,0.001326,0.001861,0.001545,0.001153,0.000989,0.000567,0.00049,0.000409,0.000434,0.000588,?,0.007059,0.004235,0.001176,0.000904,0.000273,0.000309,0.001197,0.000045,4.768001,2.190228,1.157706,0.981666,0.645094,0.647297,?,0.455628,0.519298,0.618221,0.589337,0.875889,2.19167,?,4.351278,4.773667,1.142256,1.444153,0.52192,1.277416,2.034659,?,30.799548,?,?,3.772873,3.220542,?,3.218652,?,2.865114,3.328816,3.231998,4.862443,14.814553,46.273027,?,37.745823,7.004296,7.022114,3.430688,5.636794,7.057609,?,0.001066,0.006831,0.02861,0.042542,0.078928,0.065696,0.063334,0.064012,?,0.043029,0.043272,?,?,0.07966,?,?,0.153211,?,0.081247,0.063376,0.042389,?,?,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.006288,0.001795,?,0.0053,0.002378,0.009924,0.027589,0.040586,0.051703,0.073904,0.055701,0.04485,0.034235,0.017785,0.040002,0.107425,0.153772,0.180891,?,?,0.192643,0.163658,0.126324,0.120318,?,0.151303,0.235592,0.773997,0.696717,0.783403,0.368565,0.307543,0.149499,?,0.2147,0.056897,0,0,0,?,0,0,?,0,?,?,0,0,0,0,0,?,0,0,0,0,0,?,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0,?,0,0,?,0,?,0.125,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,?,0,0,0,?,0,0,0,?,0,?,0,0,0,?,0,0.25,0,0,0,?,0,?,0,0,0,?,0,0,0,0,?,0,0,0,0,0,8,47.125,?,36.625,50.018746,2057.125,4427.299501,1,?,?,0,0,0,0,0,0,1,0,0,1,0,0,0,?,0,0,?,0
0.005194,?,0.029426,0.036434,0.060567,?,0.076967,0.072009,0.047907,0.046855,?,0.068296,0.07274,0.122729,0.196994,0.321132,0.359516,?,0.156901,0.100592,0.074762,?,0.00011,0.000466,0.001211,0.00117,?,?,0.001415,0.000946,0.000591,0.000704,0.000513,0.000485,0.000684,0.007015,0.02441,0.10297,0.129051,0.084092,0.023575,0.005983,0.005269,0.000152,4.115852,?,1.90163,1.449864,0.96782,0.963791,0.542901,0.386926,?,1.143495,1.166764,0.440712,0.588215,1.902438,1.832824,1.681794,1.689085,1.670874,2.100287,2.293176,2.264622,4.286642,?,?,6.808138,5.044358,?,4.924915,3.660733,?,3.287699,4.747426,7.5881,3.41376,3.49007,5.992404,5.363866,4.39791,4.353697,4.263533,6.337142,7.890369,7.650234,25.78861,?,0.005823,0.016872,0.025596,0.053346,0.072663,0.073854,0.070317,0.044991,0.042413,0.050985,0.067682,?,0.092841,0.134058,?,0.188926,0.152579,0.091819,?,0.044633,?,?,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.006231,0.001066,0.004063,0.011832,0.011524,0.011195,?,0.040096,?,0.072007,0.063825,0.036087,0.031002,0.018215,0.09251,0.133131,0.199183,0.173832,0.241565,0.297698,0.266805,0.17927,0.144076,0.158275,0.211112,0.167567,?,0.459854,?,?,1.480412,1.171346,0.793574,0.458758,?,0.114915,?,0,0,0,0,?,?,0,0,0,0,?,0.230769,?,0,0,0,0,?,?,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,0,?,0,?,?,0,0,?,0.384615,0,0.076923,?,?,0,?,0,0,0,?,0,0,0,0,?,0.307692,0,0,0,0,0,0,0,0,0,0,?,?,0,?,0,0,0,0,0,0,0,0,?,0,0,0,13,44.923077,?,111.538462,160.197474,5301.230769,?,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?
?,0.013272,?,0.084253,0.118952,?,0.100413,0.097929,0.069787,0.053102,0.053448,0.06049,0.067115,0.102918,0.150791,0.214195,?,0.164681,0.097672,0.061727,0.037027,?,0.000184,0.000214,0.00234,0.0027,0.002726,0.002649,0.002022,?,0.001078,0.000518,0.000469,0.000505,0.000837,0.001432,0.003974,0.006911,0.009213,0.009905,0.003579,0.000191,0.000064,?,3.755896,?,0.805313,0.65442,0.462043,0.230314,0.44138,?,?,0.578213,?,0.638241,1.841086,?,2.23404,1.673479,3.149827,2.706593,4.067388,0.872975,0.377701,?,23.276894,5.815074,?,3.007545,2.766665,?,2.651084,?,2.614981,3.121378,3.07722,4.120908,?,10.572503,11.832024,7.333829,16.64392,10.573522,21.561732,6.456056,3.348681,115.819303,0.001066,0.008185,?,0.075399,?,0.112888,0.094085,0.095743,0.065929,0.049732,0.052514,?,?,0.098193,0.13958,?,?,0.134518,0.08365,0.061042,?,0.001066,?,0.001066,0.001066,0.001066,0.008871,0.00739,0.00655,0.007962,0.001371,0.006955,?,0.010441,?,0.03592,0.044969,0.073119,0.083431,0.06067,0.039153,0.023559,0.017122,0.130684,0.077926,?,0.277724,0.324445,0.287214,0.242657,0.245089,?,0.130341,?,0.171812,0.316414,0.346485,0.611604,0.654072,0.896745,0.69141,0.518565,0.143754,?,0.001759,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,?,0,0,0,0,0,0,0,0,?,0.25,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,?,?,?,?,0,?,0,0,0,0,0,0,?,?,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,?,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,?,41,48.764741,57.5,?,?,4253.053579,1,4,0,?,0,0,0,0,0,0,?,?,1,?,1,0,0,0,0,?,1
0.001524,?,0.031237,0.045774,0.070479,0.067857,?,0.056443,0.042253,?,0.037789,0.039288,?,0.06287,0.082173,0.121683,0.149823,0.154274,0.086227,0.053914,0.034859,?,0.000004,0.000065,?,0.001187,0.001372,0.001482,?,0.000715,?,0.000358,0.000294,0.000272,0.000293,0.000359,?,0.000725,0.00292,0.014279,0.00255,0.00012,0.000065,?,?,2.044649,1.514361,0.854875,0.549346,0.696902,0.584652,0.418632,0.711318,0.562374,0.495075,0.5576,0.548358,?,0.215915,0.301675,2.416741,2.899065,4.007905,0.212098,0.250631,17.611022,?,7.715397,6.894447,3.134879,2.693832,3.077389,3.460671,?,?,?,2.980688,3.080127,3.827653,?,2.953175,3.658594,?,11.873458,22.49872,3.062042,3.010152,332.608034,0.001066,0.002885,?,?,?,?,0.058946,0.055272,0.039416,0.034745,0.036051,?,0.040978,?,?,0.121091,0.14055,0.113952,?,0.053649,0.034714,0.001066,0.001066,?,0.001066,?,?,0.001066,0.001066,0.001066,0.001066,0.003083,0.001066,0.004209,0.00282,0.017593,0.026311,0.045061,0.055858,0.051621,0.038109,0.021128,0.015506,0.020702,0.050305,?,?,?,0.20583,0.205269,0.143126,0.12202,?,?,0.095374,0.12417,0.136559,0.156132,0.243462,0.483132,0.86516,?,0.088572,0.064388,0.00208,?,0,0,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0.4,?,0,0,0,?,?,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,0,0,0.2,0,0,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,?,0,0,?,5,39.8,?,48.2,10.334409,1928.4,?,1,4,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.411596,0.185216,0.241289,?,0.299565,0.282683,?,0.236696,0.196495,0.156041,0.11611,0.097242,0.083215,0.104019,0.127366,?,0.187031,0.135684,0.094885,0.073505,0.045652,0.001311,0.080141,0.008193,0.010336,?,0.006979,0.006741,0.00677,0.004434,0.003892,0.002368,0.001423,0.000913,0.000955,0.001571,?,0.00294,0.005408,?,?,0.002077,0.000467,?,1.08357,0.447595,0.356766,?,0.316481,0.140447,0.102299,0.226289,0.083112,0.271356,0.278367,0.279213,?,2.842231,5.085789,2.220677,2.226207,4.767403,7.520614,10.61257,?,14.133075,4.193077,2.831374,2.778728,2.575752,2.977785,2.721328,?,3.129272,2.796113,3.139915,?,3.045331,11.346564,19.344181,?,11.374634,8.906928,41.14164,83.408184,156.773931,?,217.86642,0.362952,0.172691,0.236152,0.256644,0.295956,0.280134,0.259377,0.236668,0.197932,0.156464,0.114593,0.095737,0.080866,0.100936,0.117758,0.149889,0.167971,0.129581,0.085844,?,?,0.001066,0.001326,0.008316,0.025109,0.030771,0.082783,0.065407,0.048638,0.064401,0.042577,?,0.021391,?,?,?,0.038972,0.063629,0.06635,?,0.045019,?,0.017603,1.612016,0.483336,0.57918,0.517237,0.548278,0.528662,0.501751,?,?,0.336825,0.27035,?,0.296462,0.407909,?,0.479307,0.56466,0.652648,0.801316,0.824845,0.397056,0.045028,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,?,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0.666667,0,?,?,0,0,0,0,0,0,?,?,?,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,?,0,0.333333,0,3,23.333333,0.816497,12,?,279.666667,?,1,?,0,0,0,?,?,0,1,0,0,?,?,0,0,0,0,?,?,?,0
0.199872,0.202649,0.238892,0.25815,0.32047,0.29614,?,?,0.196411,0.147014,?,0.091853,0.080294,0.096414,?,0.141107,?,0.127221,0.087043,0.065718,0.041891,0.001115,0.016922,0.010399,0.009268,0.009448,0.009167,0.007583,?,0.004333,0.003896,0.002156,0.001157,0.000857,0.00069,?,0.000674,0.000991,?,0.001076,0.000682,0.000241,0.000131,0,0.893789,0.706804,0.399951,?,0.185907,0.150754,0.262359,0.234012,0.180768,0.333304,0.221967,0.374333,0.376045,?,0.169333,0.235841,1.304405,?,6.136457,?,?,15.422296,?,3.501826,3.272881,2.536076,2.920938,2.915165,2.752124,3.059216,2.609673,2.735312,2.784225,2.983432,?,4.182131,2.701069,3.138826,9.614009,68.967943,71.006459,54.604807,66.111994,283.42817,?,?,0.237706,0.256558,?,0.293155,?,0.246586,?,?,0.111896,0.089683,0.07869,0.095142,?,0.140411,0.152281,?,0.084495,?,0.041379,0.001066,0.001066,0.001066,0.022878,0.005599,0.014743,0.030395,0.065675,0.079782,0.035101,0.045709,0.030849,0.022932,?,0.032096,0.044047,0.050279,?,0.069844,0.033993,0.032339,0.019085,0.749483,0.604181,0.618752,0.493933,?,0.566631,0.503822,0.451064,0.3685,?,?,0.195018,0.158056,0.225948,0.188781,0.262501,0.38599,0.570854,0.418006,?,0.19568,0.009325,0,0,0,?,0,0,0,?,0,0,0,0,?,?,0,0,?,?,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,?,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,?,0,5,0,?,?,0,0,0,0,?,?,0,?,0,0,0,0,?,0,0,0
0.018784,0.061732,0.118698,0.132891,0.178218,0.167631,0.148053,0.136099,?,0.081955,0.072158,0.081859,0.113082,0.175256,0.269014,0.31729,0.379566,?,0.405261,0.181488,?,0.004708,0.000503,0.001877,0.004493,0.005023,0.00394,0.003613,0.003185,0.00221,0.001757,0.001027,0.000667,0.002568,0.014608,0.050986,0.145888,?,0.161537,0.161679,0.205968,0.040997,0.002693,0.000438,2.069466,0.750857,0.516407,0.506288,?,0.150794,0.261313,0.19042,?,0.274245,0.374338,3.019974,3.645873,4.194407,3.478396,3.980907,3.137183,1.779566,1.819292,2.782096,4.195791,8.976662,8.941144,?,2.894172,2.815371,?,2.9917,2.926896,?,?,2.809719,2.965788,?,20.564505,27.471641,16.509051,21.963719,15.596622,5.974834,6.374191,?,21.978079,101.119394,0.0101,?,?,0.122767,0.180978,0.166334,0.146032,0.133028,0.105463,0.078226,0.070764,0.071241,0.075158,0.103687,0.131585,0.18017,0.217608,?,0.177522,0.102527,?,0.001066,0.001066,?,?,0.001066,0.024317,0.023031,0.024424,0.019724,0.019311,0.003169,0.013382,0.013488,0.013297,0.027271,0.049598,0.056519,?,0.066214,0.043378,0.035828,0.020364,0.160438,0.211623,0.344975,0.362748,0.384616,0.384381,0.322746,0.276455,0.258466,?,?,?,1.14714,2.365889,2.754209,3.593892,3.045123,?,2.552551,?,0.394581,0.289064,0.210526,0.052632,0.052632,0,0,0,0,0,0.105263,?,0,?,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,0,0.052632,0,0.052632,?,0,?,0,?,0,0,0,0,0,0,0,0.052632,0,0,?,0.052632,0,0,0,0,0,0.052632,0,0,0,0,0,0,0.052632,?,0,0,0,0,?,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,0.052632,0,0,0,?,0,0,?,0,0,0,?,?,349.236913,39.263158,216.531024,6026.684211,70345.056316,1,5,0,?,1,0,1,0,1,1,?,?,?,0,0,0,0,0,0,0,0
0.228108,0.06486,0.120148,0.130768,0.182621,0.16988,?,0.131742,0.104978,0.085791,0.0705,0.065131,0.064764,0.082263,0.103277,0.134627,0.155173,0.129547,0.094246,0.069042,?,0.001085,0.037504,0.002225,0.005024,?,0.004429,0.004179,0.002955,0.002198,0.001895,0.001048,?,0.00053,0.000456,0.000538,0.000639,0.000812,0.001433,0.001543,0.001523,0.000574,0.000225,0,1.324302,0.904297,0.433043,0.525842,0.193681,0.050608,0.162699,0.06091,0.551731,0.354574,0.587948,0.657909,0.27961,0.043826,0.255863,0.000124,1.800892,2.585388,2.377331,2.417677,3.945664,13.346201,?,?,2.700859,?,2.435579,2.506514,2.848962,?,3.08544,2.817151,3.946976,3.695059,2.985693,2.867023,3.185677,2.973334,?,13.247785,9.296918,?,31.750172,?,0.177196,0.054862,0.11496,0.126081,0.1795,?,?,0.132943,0.099917,0.082611,?,0.063017,?,0.08213,0.102127,0.134292,0.149633,0.123213,0.084699,0.064045,0.039601,?,0.001066,0.001066,0.001066,0.001066,0.038845,0.014771,?,0.015546,0.00523,0.014555,0.002607,0.013534,0.006446,0.017993,0.030934,0.056624,0.065147,?,0.04306,0.034747,?,1.141061,0.238059,0.350723,?,0.381953,0.33197,?,0.268207,0.249224,0.201315,0.192343,0.152785,?,0.146084,0.200471,?,?,0.37052,?,?,0.183409,0.004317,0,0,0,0,0,0,0,0,?,0,0,0,?,0,0,0,0,0,?,0,0,0,?,?,0,0,0,0,0,?,0,0,0,0,0.25,0,0,0,0,0,0,0,?,0,?,0,?,?,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,4,35.5,?,39.25,?,1921.75,4982.73286,?,5,?,0,0,0,0,?,0,?,0,?,0,?,0,0,?,0,1,0,0
?,0.039929,?,0.093564,0.123926,?,0.106902,?,?,0.067957,0.05735,0.053827,0.063045,0.122786,0.204424,0.29587,0.425548,?,0.150234,0.077738,0.044661,0.001341,0.139513,0.001234,0.002586,?,0.003026,0.00259,0.00209,0.001442,0.001327,0.000795,?,0.000444,0.000665,0.00572,?,0.027973,0.144157,?,0.033308,0.002234,0.000397,0.000003,?,?,0.626665,0.583707,0.244213,?,?,0.382615,0.548564,0.391129,?,0.574686,1.001046,2.749617,1.786078,1.687462,1.959773,?,?,3.328095,2.530747,8.330762,2.411122,5.009832,?,2.952569,2.607799,2.854308,3.104105,2.864024,3.02555,2.874384,3.230028,4.016453,4.790534,14.252504,6.02018,6.283537,?,?,?,16.291322,?,79.897825,?,0.031942,0.066886,0.08763,0.120778,?,0.104169,?,0.072662,0.065932,?,0.051875,0.058723,0.103695,0.15583,0.234569,0.236836,0.160037,0.089087,0.065048,0.0399,?,0.001066,0.001066,0.001066,?,?,0.003954,0.001318,0.011908,0.006186,0.004642,0.006636,0.007435,0.011023,0.032944,?,?,0.107454,0.067086,0.04389,0.024502,0.014843,1.672582,0.212886,0.242683,?,0.280665,0.279673,0.272106,0.208694,0.216433,0.156394,?,0.152385,0.193366,0.648355,0.760537,?,2.287634,?,?,0.412191,0.173098,0.021198,?,0,0,0,0,0.071429,0.071429,0,0,0,0.071429,0,0.071429,0,0,0,0,0,0,?,0,?,0,0,?,?,0,0,0,0,0,0,?,?,0.071429,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214286,0,0,?,0.071429,0,?,0.071429,0,0,0,0,0,?,0,0,0,0,?,0,0,0,?,0,0,0.071429,0,0,?,?,?,?,?,0,0,0,?,0,?,0,0,0,0.071429,14,44.357143,85.259687,?,?,4256.214286,16170.043487,1,5,0,0,0,0,0,0,?,0,0,1,0,0,?,0,0,0,?,?,1
0.222151,0.04532,?,?,?,0.125008,0.120719,0.104056,0.085185,?,0.055342,0.057813,0.065299,0.094789,0.174175,0.290382,0.311565,0.242441,0.12007,0.073481,0.041772,?,?,?,?,0.003171,0.00308,0.002816,0.002579,0.001656,0.001218,0.000683,0.000546,0.000712,0.00217,0.004026,0.027659,0.091866,0.103686,0.086745,0.014658,0.00261,0.000592,0.000188,1.09124,1.033628,0.751441,0.721415,0.436211,0.287818,0.30277,0.38246,0.309637,0.344799,0.381582,2.0828,?,2.847822,2.502099,2.29448,2.213906,?,3.505584,4.327578,10.481927,22.483353,3.804675,?,3.234549,3.213204,2.879333,?,2.918472,?,2.732032,2.905274,2.924725,?,20.628572,12.851023,9.122525,8.095509,7.521166,?,15.849668,25.864571,157.707676,507.302748,0.169656,?,0.071872,0.086003,?,0.1225,0.118745,?,0.082225,0.066003,0.053855,0.053008,0.054823,0.078558,0.110888,0.159759,0.166994,0.127233,0.082494,?,0.038209,0.001066,0.001066,0.001066,0.001066,?,0.007939,0.001066,0.00262,?,0.010186,0.002757,?,0.001721,0.011271,0.013921,0.038726,0.042786,0.06039,0.056332,0.035051,0.029195,0.019532,0.938563,0.193688,0.277165,?,0.324353,0.284526,?,0.238809,0.193912,?,0.127577,0.264788,?,0.515195,1.01877,1.920475,?,?,0.826838,0.516143,?,0.310995,0,0,0,0,0,0,?,0.25,0,0,0,0,0,?,0,?,0.5,0,0,0,0,0,0,0,0,?,0,?,?,0,0,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0.25,0,0,0,0,0,0,0,?,0,?,?,?,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,?,0,0,0,0,0,4,?,136.940681,71.25,91.163315,11335.5,?,1,5,0,0,0,?,0,0,1,?,0,0,1,0,0,0,0,?,?,?,0
