@RELATION birds
@attribute audio-ssd1 numeric
@attribute audio-ssd2 numeric
@attribute audio-ssd3 numeric
@attribute audio-ssd4 numeric
@attribute audio-ssd5 numeric
@attribute audio-ssd6 numeric
@attribute audio-ssd7 numeric
@attribute audio-ssd8 numeric
@attribute audio-ssd9 numeric
@attribute audio-ssd10 numeric
@attribute audio-ssd11 numeric
@attribute audio-ssd12 numeric
@attribute audio-ssd13 numeric
@attribute audio-ssd14 numeric
@attribute audio-ssd15 numeric
@attribute audio-ssd16 numeric
@attribute audio-ssd17 numeric
@attribute audio-ssd18 numeric
@attribute audio-ssd19 numeric
@attribute audio-ssd20 numeric
@attribute audio-ssd21 numeric
@attribute audio-ssd22 numeric
@attribute audio-ssd25 numeric
@attribute audio-ssd26 numeric
@attribute audio-ssd27 numeric
@attribute audio-ssd28 numeric
@attribute audio-ssd29 numeric
@attribute audio-ssd30 numeric
@attribute audio-ssd31 numeric
@attribute audio-ssd32 numeric
@attribute audio-ssd33 numeric
@attribute audio-ssd34 numeric
@attribute audio-ssd35 numeric
@attribute audio-ssd36 numeric
@attribute audio-ssd37 numeric
@attribute audio-ssd38 numeric
@attribute audio-ssd39 numeric
@attribute audio-ssd40 numeric
@attribute audio-ssd41 numeric
@attribute audio-ssd42 numeric
@attribute audio-ssd43 numeric
@attribute audio-ssd44 numeric
@attribute audio-ssd45 numeric
@attribute audio-ssd46 numeric
@attribute audio-ssd49 numeric
@attribute audio-ssd50 numeric
@attribute audio-ssd51 numeric
@attribute audio-ssd52 numeric
@attribute audio-ssd53 numeric
@attribute audio-ssd54 numeric
@attribute audio-ssd55 numeric
@attribute audio-ssd56 numeric
@attribute audio-ssd57 numeric
@attribute audio-ssd58 numeric
@attribute audio-ssd59 numeric
@attribute audio-ssd60 numeric
@attribute audio-ssd61 numeric
@attribute audio-ssd62 numeric
@attribute audio-ssd63 numeric
@attribute audio-ssd64 numeric
@attribute audio-ssd65 numeric
@attribute audio-ssd66 numeric
@attribute audio-ssd67 numeric
@attribute audio-ssd68 numeric
@attribute audio-ssd69 numeric
@attribute audio-ssd70 numeric
@attribute audio-ssd73 numeric
@attribute audio-ssd74 numeric
@attribute audio-ssd75 numeric
@attribute audio-ssd76 numeric
@attribute audio-ssd77 numeric
@attribute audio-ssd78 numeric
@attribute audio-ssd79 numeric
@attribute audio-ssd80 numeric
@attribute audio-ssd81 numeric
@attribute audio-ssd82 numeric
@attribute audio-ssd83 numeric
@attribute audio-ssd84 numeric
@attribute audio-ssd85 numeric
@attribute audio-ssd86 numeric
@attribute audio-ssd87 numeric
@attribute audio-ssd88 numeric
@attribute audio-ssd89 numeric
@attribute audio-ssd90 numeric
@attribute audio-ssd91 numeric
@attribute audio-ssd92 numeric
@attribute audio-ssd93 numeric
@attribute audio-ssd94 numeric
@attribute audio-ssd97 numeric
@attribute audio-ssd98 numeric
@attribute audio-ssd99 numeric
@attribute audio-ssd100 numeric
@attribute audio-ssd101 numeric
@attribute audio-ssd102 numeric
@attribute audio-ssd103 numeric
@attribute audio-ssd104 numeric
@attribute audio-ssd105 numeric
@attribute audio-ssd106 numeric
@attribute audio-ssd107 numeric
@attribute audio-ssd108 numeric
@attribute audio-ssd109 numeric
@attribute audio-ssd110 numeric
@attribute audio-ssd111 numeric
@attribute audio-ssd112 numeric
@attribute audio-ssd113 numeric
@attribute audio-ssd114 numeric
@attribute audio-ssd115 numeric
@attribute audio-ssd116 numeric
@attribute audio-ssd117 numeric
@attribute audio-ssd118 numeric
@attribute audio-ssd121 numeric
@attribute audio-ssd122 numeric
@attribute audio-ssd123 numeric
@attribute audio-ssd124 numeric
@attribute audio-ssd125 numeric
@attribute audio-ssd126 numeric
@attribute audio-ssd127 numeric
@attribute audio-ssd128 numeric
@attribute audio-ssd129 numeric
@attribute audio-ssd130 numeric
@attribute audio-ssd131 numeric
@attribute audio-ssd132 numeric
@attribute audio-ssd133 numeric
@attribute audio-ssd134 numeric
@attribute audio-ssd135 numeric
@attribute audio-ssd136 numeric
@attribute audio-ssd137 numeric
@attribute audio-ssd138 numeric
@attribute audio-ssd139 numeric
@attribute audio-ssd140 numeric
@attribute audio-ssd141 numeric
@attribute audio-ssd145 numeric
@attribute audio-ssd146 numeric
@attribute audio-ssd147 numeric
@attribute audio-ssd148 numeric
@attribute audio-ssd149 numeric
@attribute audio-ssd150 numeric
@attribute audio-ssd151 numeric
@attribute audio-ssd152 numeric
@attribute audio-ssd153 numeric
@attribute audio-ssd154 numeric
@attribute audio-ssd155 numeric
@attribute audio-ssd156 numeric
@attribute audio-ssd157 numeric
@attribute audio-ssd158 numeric
@attribute audio-ssd159 numeric
@attribute audio-ssd160 numeric
@attribute audio-ssd161 numeric
@attribute audio-ssd162 numeric
@attribute audio-ssd163 numeric
@attribute audio-ssd164 numeric
@attribute audio-ssd165 numeric
@attribute audio-ssd166 numeric
@attribute cluster1 numeric
@attribute cluster2 numeric
@attribute cluster3 numeric
@attribute cluster4 numeric
@attribute cluster5 numeric
@attribute cluster6 numeric
@attribute cluster7 numeric
@attribute cluster8 numeric
@attribute cluster9 numeric
@attribute cluster10 numeric
@attribute cluster11 numeric
@attribute cluster12 numeric
@attribute cluster13 numeric
@attribute cluster14 numeric
@attribute cluster15 numeric
@attribute cluster16 numeric
@attribute cluster17 numeric
@attribute cluster18 numeric
@attribute cluster19 numeric
@attribute cluster20 numeric
@attribute cluster21 numeric
@attribute cluster22 numeric
@attribute cluster23 numeric
@attribute cluster24 numeric
@attribute cluster25 numeric
@attribute cluster26 numeric
@attribute cluster27 numeric
@attribute cluster28 numeric
@attribute cluster29 numeric
@attribute cluster30 numeric
@attribute cluster31 numeric
@attribute cluster32 numeric
@attribute cluster33 numeric
@attribute cluster34 numeric
@attribute cluster35 numeric
@attribute cluster36 numeric
@attribute cluster37 numeric
@attribute cluster38 numeric
@attribute cluster39 numeric
@attribute cluster40 numeric
@attribute cluster41 numeric
@attribute cluster42 numeric
@attribute cluster43 numeric
@attribute cluster44 numeric
@attribute cluster45 numeric
@attribute cluster46 numeric
@attribute cluster47 numeric
@attribute cluster48 numeric
@attribute cluster49 numeric
@attribute cluster50 numeric
@attribute cluster51 numeric
@attribute cluster52 numeric
@attribute cluster53 numeric
@attribute cluster54 numeric
@attribute cluster55 numeric
@attribute cluster56 numeric
@attribute cluster57 numeric
@attribute cluster59 numeric
@attribute cluster60 numeric
@attribute cluster61 numeric
@attribute cluster62 numeric
@attribute cluster63 numeric
@attribute cluster64 numeric
@attribute cluster65 numeric
@attribute cluster66 numeric
@attribute cluster67 numeric
@attribute cluster68 numeric
@attribute cluster69 numeric
@attribute cluster70 numeric
@attribute cluster71 numeric
@attribute cluster72 numeric
@attribute cluster73 numeric
@attribute cluster74 numeric
@attribute cluster75 numeric
@attribute cluster76 numeric
@attribute cluster78 numeric
@attribute cluster79 numeric
@attribute cluster80 numeric
@attribute cluster81 numeric
@attribute cluster82 numeric
@attribute cluster83 numeric
@attribute cluster84 numeric
@attribute cluster85 numeric
@attribute cluster86 numeric
@attribute cluster87 numeric
@attribute cluster88 numeric
@attribute cluster89 numeric
@attribute cluster90 numeric
@attribute cluster91 numeric
@attribute cluster92 numeric
@attribute cluster93 numeric
@attribute cluster94 numeric
@attribute cluster95 numeric
@attribute cluster96 numeric
@attribute cluster97 numeric
@attribute cluster98 numeric
@attribute cluster99 numeric
@attribute cluster100 numeric
@attribute segments numeric
@attribute mean_rect_width numeric
@attribute std_rect_width numeric
@attribute mean_rect_height numeric
@attribute std_rect_height numeric
@attribute mean_rect_volume numeric
@attribute std_rect_volume numeric
@attribute hasSegments {0,1}
@attribute location {2,10,1,7,5,4,17,15,16,8,13,11}
@attribute Brown-Creeper {0,1}
@attribute Pacific-Wren {0,1}
@attribute Pacific-slope-Flycatcher {0,1}
@attribute Red-breasted-Nuthatch {0,1}
@attribute Dark-eyed-Junco {0,1}
@attribute Olive-sided-Flycatcher {0,1}
@attribute Hermit-Thrush {0,1}
@attribute Chestnut-backed-Chickadee {0,1}
@attribute Varied-Thrush {0,1}
@attribute Hermit-Warbler {0,1}
@attribute Swainsons-Thrush {0,1}
@attribute Hammonds-Flycatcher {0,1}
@attribute Western-Tanager {0,1}
@attribute Black-headed-Grosbeak {0,1}
@attribute Golden-Crowned-Kinglet {0,1}
@attribute Warbling-Vireo {0,1}
@attribute MacGillivrays-Warbler {0,1}
@attribute Stellars-Jay {0,1}
@attribute Common-Nighthawk {0,1}
@data
0.067669,?,0.066012,0.094725,0.106102,0.07776,?,0.051698,0.035395,?,?,0.038885,?,0.065211,?,0.123396,?,0.112489,0.075424,0.057855,0.03712,0.001093,?,0.000709,0.001885,0.003102,0.002214,0.001693,0.001199,0.000711,?,0.000311,0.000291,0.000266,0.000302,0.000422,?,0.000786,0.000702,?,0.0002,0.000122,0.000064,0,0.924198,?,0.716961,?,0.144029,0.605984,0.889191,?,0.600405,0.669705,0.467925,0.437141,0.476621,?,?,?,0.185919,0.196096,0.281952,?,0.307872,17.12011,3.171173,4.334259,?,2.899267,2.56956,3.119373,4.088364,3.158419,3.126367,3.641593,3.250684,2.830465,3.042055,3.171604,2.674289,3.327886,?,?,2.986074,2.854624,2.75884,324.303895,0.050566,0.022233,?,0.087943,0.106205,?,0.05645,0.047509,?,0.03248,0.0335,0.037012,0.043392,0.064083,?,0.12329,?,0.111503,0.07427,0.057709,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.003681,0.005574,0.001066,0.003431,0.001066,0.001105,0.001066,0.005301,0.007197,?,0.027443,0.05869,0.041286,0.053175,?,0.027416,0.017954,0.258075,0.140806,0.227798,?,0.248727,0.252061,0.203559,0.140819,0.115793,0.106372,0.097655,0.090869,?,0.132685,0.151843,0.243497,0.241343,0.178724,0.119614,0.095587,0.063322,0.007816,?,?,0,?,0,0,0,0,0,?,0,?,0,0,?,0,0,0,0,0,?,?,0,0,0,0,0,?,0,?,0,0,?,0,0,0,?,0,?,?,0,0,?,0,0,0,0,0,?,0,0,?,?,0,?,0,0,?,0,0,?,0,0,?,0,?,0,0,0,0,0,?,0,?,0,0,0,0,0,?,0,0,0,0,?,?,0,0,?,0,?,0,?,0,0,0,0,0,?,0,?,?,0,?,0,?,16,0,0,0,0,0,0,0,?,?,?,?,0,0,0,0,0,0,0,0
?,0.016861,?,0.031842,0.054966,0.050158,0.043804,?,0.040613,0.044516,?,0.068936,?,?,0.151767,0.200984,0.233808,0.210235,0.137537,0.098377,?,0.002789,0.146445,0.001418,0.000525,0.000751,0.001272,0.001044,0.001042,?,?,0.000623,?,0.001449,0.001397,0.00226,0.003522,?,0.006027,0.00589,0.002481,0.001172,0.000844,0.000043,?,7.58327,2.188255,1.211322,?,1.438902,1.871689,?,1.210028,2.273039,?,4.135606,?,?,2.280716,2.456068,3.664657,?,2.900582,3.110809,2.924522,?,?,83.77699,11.481956,?,3.978381,7.194781,8.77429,27.401891,5.192601,?,60.070183,?,15.961245,14.986639,?,13.700031,?,?,15.599344,19.644966,?,69.686417,?,?,0.01368,?,0.050195,0.046246,0.038147,?,?,0.041088,0.050625,0.063436,?,0.11157,0.141356,0.189233,0.220325,0.194192,0.126346,0.092604,0.066573,?,0.010336,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.010113,0.008598,?,0.021359,?,?,?,0.088595,0.065757,?,?,?,0.533425,?,0.170657,0.216261,?,0.237532,?,0.152404,?,0.444729,0.488857,?,0.487891,0.580171,0.746184,0.989983,0.968228,0.498459,0.363686,?,?,0,0,0,0,0,0,0,?,0,?,0,?,0,0,?,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,0,0,?,?,0,?,0,0,0,0,0,0,?,0,0,0,0,0,0,0,?,0,0,?,?,0,0,0,0,?,0,0,0,0,0,?,?,?,0,0,?,0,0,0,?,0,0,0,?,0,?,?,0,0,?,0,0,?,?,0,0,0,0,0,0,0,0,?,0,0,?,?,0,0,16,0,0,0,?,0,?,?,?,?,0,0,?,?,0,0,0,0,0,0
0.010994,0.004922,?,0.011616,0.021341,0.022815,0.022669,0.027142,0.023734,0.027691,0.030209,?,0.045474,0.077141,?,0.169667,0.223259,?,?,0.057629,0.035356,0.001071,0.000372,?,0.000141,0.000195,0.000319,0.000309,?,0.000293,0.00027,0.000231,0.00022,0.000318,0.000437,0.002207,0.00256,0.006804,0.016793,0.001738,?,0.000134,0.000067,?,?,2.62434,3.014946,1.921129,1.128682,1.143342,1.182638,0.775959,0.969243,0.693357,0.505001,?,?,?,2.92917,?,1.959488,2.059262,2.467157,?,0.453957,14.70162,13.811583,11.626198,15.342789,6.717708,4.003597,4.241306,4.971802,?,4.166886,?,2.855575,8.984421,15.229652,30.057751,?,10.442819,6.540284,10.434323,?,?,3.466067,225.642513,0.001354,0.001066,0.002541,0.006252,0.017001,0.018908,0.019,0.024372,?,?,0.02873,0.036077,?,?,?,?,0.17532,0.124823,?,0.057037,0.035092,0.001066,0.001066,0.001066,?,?,0.001066,0.001066,?,0.001066,0.001066,0.001066,?,?,0.006045,0.023462,?,0.060326,0.076243,0.046993,?,0.023745,?,?,0.049198,0.087826,0.07871,0.095921,0.098752,0.104978,0.090049,0.101163,0.088481,0.082863,0.154084,0.228854,0.463654,?,?,0.789261,0.399185,0.274701,?,?,0.002057,?,0,0.166667,?,0,?,0,0,0,?,0,0,0,?,0,0,0,?,0,?,0,?,?,0.166667,0,?,0,?,0,?,0,0,0.166667,0,0,0,0,0,0,0,0,?,?,0,?,0,0,?,0,0,0,0,0,0,?,0,?,0,0.333333,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,?,?,0,0,?,0,?,0,0,0,?,0,0,0,0,?,0,0,?,?,98.553708,21,20.396078,?,4141.493128,1,?,?,0,0,0,?,?,1,0,0,0,?,0,0,?,0,0,?,0,0
?,?,0.01186,?,0.032376,?,?,0.028277,0.026331,0.028101,?,?,0.044842,0.066324,?,0.127404,?,0.116242,0.076981,0.057708,0.035281,0.001074,?,0.000078,?,?,0.000558,0.000347,?,0.000288,?,0.000232,0.000247,0.000284,0.00027,?,?,0.000826,?,0.000499,0.000186,0.000121,0.000062,0,?,3.723069,2.003185,1.821037,0.771204,1.044995,1.010245,?,0.763979,0.602764,?,0.652178,?,?,0.193545,0.137982,?,0.062734,?,?,0.344518,?,?,22.04144,8.767791,?,2.943864,?,4.014726,3.048617,?,3.257491,2.810963,3.286455,?,?,2.859634,?,3.24881,2.605652,?,2.625499,3.075346,266.100775,0.003894,0.001868,?,?,0.027112,0.020748,?,0.02703,?,?,0.032028,0.035435,0.043524,0.064751,0.08963,0.127192,?,0.115901,?,0.057431,0.034588,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,?,0.001066,0.001066,0.004906,0.008589,?,?,0.043531,0.058717,?,0.041184,?,?,0.156501,0.078652,?,0.122923,0.10697,?,?,0.084539,0.083293,0.088973,0.083224,0.099415,0.09773,?,?,0.221055,0.255161,?,?,?,?,0.003087,?,0,0,0,0,0,0,?,0,0,?,?,?,0,0,0,0,0,0,?,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,?,?,0,?,0,0,?,0,0,0,0,0,?,?,0,?,?,0,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,0,?,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,16,?,0,0,?,?,0,?,0,?,0,?,0,0,0,?,0,0,?,?
0.128293,?,0.067039,0.100729,?,0.09575,0.07711,?,0.052516,0.049864,0.049876,?,0.052817,0.076016,0.104226,0.143515,0.150273,0.12531,0.090087,0.063171,0.039419,0.001085,0.008578,0.001704,?,0.003291,0.002833,0.00226,0.001437,?,?,0.00045,?,?,0.00037,?,?,?,?,0.000748,0.000679,0.00047,0.000092,0,1.147852,1.064258,?,?,0.273212,0.442138,0.512803,0.560051,0.462965,0.472657,?,0.377368,0.330131,?,?,0.504739,0.128077,?,?,?,0.994183,16.478385,4.613487,?,?,?,2.659733,2.836054,?,?,3.016148,3.28927,2.879197,3.176692,2.954792,?,3.046692,3.430175,2.779885,?,?,20.368493,5.490244,304.947889,?,0.045962,0.057998,?,0.118197,0.092938,0.073687,?,0.050063,?,?,?,?,0.075026,0.102448,0.139794,?,0.123207,?,?,0.038183,?,?,0.001066,0.001066,0.001066,?,0.006457,0.001206,0.00152,?,0.002502,0.008323,0.002311,0.003413,0.020434,0.045874,0.070636,0.068071,0.06103,0.034401,0.028359,0.020165,0.508106,0.230534,0.238225,0.309262,?,?,0.20328,0.195265,0.146025,0.131689,0.11396,?,0.121413,0.143791,0.196164,0.27553,0.229326,0.328267,0.223123,0.228379,0.090785,0.005412,0,?,0,0,0,?,?,0,0,0,0,?,0,0,0,0,0,?,?,0,0,0,0,0,?,0,0,0,0,0,0,?,0,0,0,0,?,0,0,0,0,0,0,?,?,?,?,?,0,?,0,0,0,0,0,0,0,0,?,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,0,?,?,?,?,0,0,?,0,0,?,?,?,0,0,0,0.5,0,?,?,?,0,0,0,2,23,5.656854,?,5.656854,490,5.656854,1,?,?,0,0,?,?,0,0,0,?,1,0,0,?,?,0,0,0,0,?
0.01125,0.007086,0.0109,0.016716,?,0.025711,0.024419,?,0.025518,0.02659,0.02992,?,?,?,0.125129,0.218608,0.256549,0.135791,0.076023,0.053613,0.033688,?,0.000342,0.000099,0.000167,?,0.000459,0.000389,0.000315,0.000299,0.000281,0.000227,0.000224,0.000336,?,0.002083,0.00442,?,0.023806,0.006809,?,?,0.000067,0,2.787569,2.670076,1.977733,1.786024,1.19116,?,?,0.850547,?,0.608771,0.614955,1.773571,1.994998,3.111009,1.937044,?,1.44802,4.211052,?,0.261102,?,?,12.86089,13.544808,7.484506,7.474495,4.651482,?,3.875233,3.943729,3.931648,?,3.313851,10.728364,8.552624,18.085607,8.400019,4.243686,4.333289,23.035039,27.31622,2.997865,2.682161,463.168026,0.001809,0.002094,0.005903,0.011545,0.023659,0.021822,0.021002,0.02743,?,0.024765,0.029077,0.033809,?,0.070661,0.106796,?,0.188744,?,0.075388,0.053492,0.03344,0.001066,?,?,?,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,0.001106,0.018117,0.035785,?,0.072938,0.048597,0.037378,0.027518,0.012567,0.142392,0.085415,0.076316,0.125825,0.112088,0.132123,0.113638,?,0.090022,0.077573,?,0.164526,0.198317,0.441682,0.494841,0.67231,0.791286,0.67309,?,0.090892,?,0.003429,?,0,0.083333,0,0,0,0,0,0,0.083333,?,0,0,0,0,0,0,0,0,0,0,0,0,0,?,0,0,0,0,0,0,0,0,?,?,0,?,0,0,0,?,0,0.333333,0,?,0,0.083333,?,0,?,?,0,0,0,?,?,?,?,?,0,?,0,?,?,?,0,?,?,0,0,?,0,0,0.083333,0,0,0,?,0,0,0,?,0,?,?,0,0,?,0,0,0,0,0,?,0,0,0,0,12,?,?,26.833333,?,1224.583333,3598.8191,1,16,0,0,0,0,?,1,1,?,0,0,?,0,0,0,?,?,0,0,0
0.01222,0.006384,0.011656,?,0.029204,0.027343,0.02567,?,0.024558,0.027053,0.031538,?,?,?,0.081854,?,0.135292,0.107964,0.072811,0.053515,0.03414,0.001066,?,0.000076,?,0.000277,?,0.000404,0.000344,0.000284,0.000252,0.000204,?,0.000226,0.000232,0.000371,0.000506,?,0.000656,0.000485,?,?,?,0,2.253575,?,2.321939,1.295077,1.026388,1.075975,?,0.813878,0.927636,0.40601,?,0.542566,0.491727,0.268487,?,0.335819,0.191231,0.191429,0.37968,?,?,1,?,10.470928,9.712651,?,4.295277,4.532714,3.574195,3.468798,4.188459,2.787255,3.022868,2.935153,?,2.757096,2.753205,3.373734,2.959352,3.07819,3.627394,2.785875,?,1,?,0.002072,0.004477,?,0.026153,?,0.022764,0.023101,0.021794,0.026702,0.030028,?,0.03563,?,0.080162,?,?,0.107696,?,0.053195,0.034223,0.001066,?,0.001066,0.001066,0.001066,?,?,?,0.001066,0.001066,?,0.001066,0.0022,0.003021,?,?,?,?,0.047028,0.035355,0.027474,?,0.09784,0.063945,?,0.081297,0.132929,0.133676,0.093329,0.100851,0.101359,?,?,0.076667,?,0.116553,?,0.218825,?,0.177632,0.122839,?,?,?,0,?,0,0,?,0,0,0,0,0,?,0,0,?,0,?,?,0,0,?,?,?,0,?,?,?,0,0,?,?,0,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,0,?,0,0,0,0,0,0,0,0,0,?,0,0,?,0,0,?,0,0,0,0,?,0,0,0,0,0,?,0,0,?,0,?,?,?,0,?,0,0,0,0,0,0,0,?,?,0,0,0,0,0,?,0,0,?,0,0,16,0,0,?,0,0,?,0,0,0,0,?,0,?,0,0,0,0,0,0
?,0.004584,0.008728,0.01345,?,?,0.021581,?,?,?,0.027768,?,0.036641,0.060499,0.08326,?,0.134574,?,0.074908,?,0.034942,0.001069,0.000062,0.000046,?,?,0.000333,?,?,?,0.000244,0.000235,?,0.000212,?,?,0.000485,0.0007,0.000634,0.000373,0.000193,?,0.00006,0,3.902338,2.592037,2.043657,?,?,1.157819,1.162569,1.027653,0.982685,?,0.446856,?,?,0.394695,0.181769,?,0.059838,0.165384,?,0.275513,?,?,20.434004,?,7.303618,7.392894,6.04277,5.000111,4.466689,4.21595,4.562816,3.290638,2.772333,3.635312,?,?,?,3.520882,?,?,?,3.190574,2.777619,461.409127,0.001066,0.001066,0.003275,?,0.01847,0.017916,0.017909,0.022134,?,0.023642,0.026621,0.029042,0.035195,0.05938,0.083143,?,?,?,0.074364,0.054495,?,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,?,0.001066,0.001066,0.001066,0.001066,0.003248,0.003512,0.010163,?,?,?,0.060383,?,0.029037,0.015023,0.061995,?,0.063682,0.100889,0.11396,?,0.093241,?,?,0.079943,0.072341,?,0.090404,?,0.152016,0.218268,0.215717,0.176009,0.123578,?,?,?,0,0,0,0,?,?,0,0,0,0,0,0,?,0,?,0,0,0,0,?,0,0,0,0,0,0,?,?,?,?,?,?,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,?,0,?,0,?,?,0,?,0,?,0,0,0,?,0,?,?,0,0,?,0,0,0,0,0,0,?,0,?,0,0,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?,?,?,?,0,16,0,0,?,?,0,0,0,0,0,0,0,?,0,?,?,?,0,?,?
?,0.008792,0.026668,?,?,?,0.053868,0.062971,0.052487,?,?,0.057967,0.061395,0.083316,0.100323,0.13356,0.144235,?,0.082111,?,0.033998,?,0.045515,0.000154,0.000701,?,0.001628,0.001672,0.000957,0.001013,?,0.000517,0.000445,0.000472,0.000443,?,?,0.000852,?,?,?,0.000178,?,0,1.362279,3.021847,?,?,?,?,?,?,0.570304,0.403679,0.284574,0.342441,?,?,0.191073,?,?,0.220696,2.945628,?,0.314459,9.949264,5.03825,16.843217,4.890444,3.780038,3.352984,?,3.725907,3.416949,3.147312,?,?,2.882715,2.931208,3.111778,?,?,2.718293,2.921595,?,9.861102,3.349064,107.176745,0.14455,0.003299,?,0.03259,0.063511,?,?,0.059368,0.05062,?,?,?,?,?,?,0.131396,0.143905,0.11508,0.077677,?,0.033628,?,0.001066,0.001066,?,?,0.00164,?,0.001066,0.006579,0.001066,0.008201,0.008023,0.005681,0.010133,?,0.025569,0.067989,0.06121,?,0.040322,?,0.01185,1.269786,?,0.147629,0.165436,0.208921,0.253459,?,0.177295,?,0.131574,?,0.123988,0.13594,0.165176,0.175954,0.232101,0.22195,0.19254,0.253825,0.160157,0.06264,?,0,0,0,?,0,?,?,0,?,0,0,0,0,0,?,0,?,?,0,0,0,0,?,0,?,?,0,0,0,?,0,?,?,?,0,0,0,0,?,0,0,0,0,0,?,0,?,?,0,0,0,?,0,0,0,?,?,0,0,0,0,0,0,0,0,0,?,?,0,0,0,?,0,0,0,?,?,0,0,?,0,0,?,0,?,?,?,?,?,0,?,0,0,?,0,0,0,0,0,0,0,0,?,0,0,0,17,0,?,0,?,0,?,0,0,0,1,0,0,0,0,0,?,0,?,?
0.012657,?,0.009251,0.014209,?,?,0.027847,?,0.029238,0.029788,0.03557,?,0.045437,0.066915,?,0.122613,0.138212,0.110166,0.074259,0.056191,0.035736,0.001068,0.000524,0.000049,0.000132,0.000266,0.000396,0.000387,0.000432,0.000385,0.000329,?,0.000283,0.000243,0.000305,0.000402,0.000557,0.000795,0.000688,0.000471,0.000202,0.000127,0.000063,0,3.104888,?,?,2.167238,0.764447,?,0.984262,0.709185,0.784263,0.65488,0.535611,?,0.252108,0.332165,?,0.08514,0.005106,0.278736,0.004321,?,0.306513,22.538899,14.752528,9.042307,6.617989,9.787988,3.073927,3.608347,3.679758,?,3.580788,3.127881,3.049478,3.585738,2.828922,?,2.672208,?,2.80075,?,2.779411,2.820178,3.00804,509.001961,0.001481,0.001066,0.004148,?,0.022616,?,0.023315,0.031585,0.026879,?,?,0.038404,0.045247,0.066036,0.087508,0.121929,0.138701,0.109445,?,?,0.035162,0.001066,?,?,0.001066,0.001066,?,0.001066,?,0.001066,?,?,?,?,?,0.017309,0.032374,?,0.067724,0.05287,0.035785,0.025362,0.017109,0.17446,0.038213,0.065115,?,?,0.102696,?,?,?,?,?,?,0.109583,?,0.14871,0.209491,0.217449,0.192598,0.119629,0.095587,?,0.001974,?,0,0,?,0,0,0,0,0,0,0,?,?,0,0,0,0,?,0,?,0,?,?,0,0,0,0,0,?,?,0,0,0,?,0,0,0,0,0,0,?,0,0,0,0,0,?,0,0,0,0,0,?,0,0,?,?,0,0,?,0,?,?,0,0,0,?,0,0,?,0,?,0,?,0,?,0,?,0,0,0,0,?,0,?,0,0,0,?,0,0,0,0,0,0,0,0,0,?,?,0,?,0,0,?,?,17,0,0,0,0,0,?,0,0,0,0,0,0,?,?,0,0,0,0,0
0.263427,0.016027,0.048893,?,?,0.072029,0.051883,0.051712,0.042336,0.040533,0.042306,0.045633,?,?,0.097358,0.133561,0.145179,0.113123,?,0.057332,?,0.001084,?,?,0.001474,?,0.002456,0.001433,0.000945,?,0.000467,?,0.000329,?,?,?,0.000664,0.000847,0.000785,?,0.000204,0.000137,0.000088,0,1.197553,1.826861,?,0.718547,?,0.498363,0.66671,0.575275,?,0.398249,0.468362,0.466938,0.516544,?,0.210976,0.171326,0.124727,0.237743,-0.111516,?,1.300889,?,?,7.401404,3.516242,3.254011,2.80531,2.859348,3.00118,?,?,2.852286,2.929846,?,3.16625,3.153301,?,2.865791,2.924061,2.95413,?,2.797809,9.175485,?,0.20975,0.010288,0.040508,0.060098,0.101386,0.069433,0.04651,?,0.040798,?,0.039972,0.043813,0.048033,0.069801,0.095805,0.131815,?,0.111559,0.076302,0.056364,0.036627,0.001066,0.001066,?,0.001066,0.001066,0.003393,0.001066,0.001066,0.001093,0.001066,?,?,0.003779,0.007905,0.010271,?,0.046985,?,0.054177,0.033121,0.024682,?,1.197722,?,?,0.202991,?,0.201435,0.161033,0.136184,0.114486,0.114135,0.099619,0.111647,?,?,0.172765,0.232621,0.257316,0.179927,0.116771,?,?,?,0,?,0,0,0,?,0,0,0,0,?,0,0,?,?,0,0,0,?,?,0,0,?,0,?,0,0,0,0,0,0,0,0,0,?,0,?,?,0,?,?,0,?,0,0,?,0,0,?,?,0,0,0,0,?,?,?,?,0,?,0,0,0,0,0,0,?,0,0,0,0,0,?,0,?,0,0,0,0,0,0,0,?,0,0,?,0,0,0,0,0,?,0,0,0,0,0,0,0,0,0,0,?,?,0,0,17,0,?,0,0,0,0,0,0,?,0,0,?,?,0,?,0,0,0,0
